price,bed,bath,acre_lot,state,house_size,state_number
465000.0,4.0,3.0,0.19,California,2116.0,2
999999.0,3.0,1.0,0.15,California,1350.0,2
1795000.0,3.0,3.0,0.1,California,2657.0,2
1499000.0,4.0,4.0,0.2,California,3262.0,2
959000.0,2.0,2.0,0.13,California,1306.0,2
825000.0,3.0,3.0,0.33,California,2021.0,2
1499000.0,3.0,2.0,0.2,California,1818.0,2
250000.0,2.0,2.0,0.09,California,1824.0,2
369000.0,4.0,3.0,0.22,California,2138.0,2
699900.0,4.0,2.0,3.14,California,2148.0,2
510000.0,4.0,3.0,0.17,California,2199.0,2
1098000.0,3.0,3.0,0.04,California,1580.0,2
1499000.0,3.0,3.0,0.03,California,1716.0,2
825000.0,4.0,3.0,0.16,California,2205.0,2
859900.0,4.0,3.0,0.14,California,2464.0,2
465000.0,5.0,2.0,0.14,California,1488.0,2
480000.0,2.0,2.0,0.03,California,1089.0,2
714900.0,3.0,1.0,0.17,California,1029.0,2
439900.0,4.0,3.0,0.15,California,1372.0,2
1495000.0,2.0,2.0,0.35,California,1030.0,2
1299000.0,4.0,3.0,0.17,California,2367.0,2
1288800.0,4.0,4.0,1.8,California,5998.0,2
790000.0,4.0,3.0,0.23,California,3075.0,2
449000.0,3.0,3.0,0.03,California,1370.0,2
899000.0,1.0,1.0,0.23,California,823.0,2
565000.0,3.0,2.0,0.21,California,2170.0,2
409000.0,1.0,1.0,1.01,California,566.0,2
1495000.0,4.0,2.0,0.19,California,1474.0,2
749000.0,4.0,3.0,0.1,California,1826.0,2
769888.0,3.0,2.0,0.18,California,1126.0,2
209990.0,3.0,1.0,0.18,California,956.0,2
520000.0,4.0,2.0,0.26,California,1400.0,2
750000.0,4.0,2.0,0.19,California,1296.0,2
799000.0,4.0,3.0,0.09,California,1836.0,2
624400.0,4.0,3.0,0.18,California,3003.0,2
599000.0,4.0,2.0,0.16,California,1497.0,2
4078000.0,7.0,7.0,1.0,California,7546.0,2
699000.0,4.0,2.0,0.17,California,1352.0,2
569000.0,3.0,2.0,0.18,California,1303.0,2
1275000.0,3.0,2.0,0.21,California,1951.0,2
1199900.0,4.0,2.0,0.19,California,1919.0,2
859999.0,3.0,2.0,0.15,California,1515.0,2
120000.0,2.0,1.0,0.25,California,674.0,2
615000.0,3.0,2.0,0.2,California,1428.0,2
725000.0,4.0,2.0,0.14,California,1518.0,2
1595000.0,2.0,2.0,0.51,California,1098.0,2
263000.0,2.0,2.0,0.05,California,991.0,2
2099900.0,3.0,2.0,0.16,California,1133.0,2
529900.0,4.0,2.0,0.13,California,1508.0,2
420000.0,3.0,3.0,0.1,California,1601.0,2
699000.0,3.0,2.0,0.13,California,1236.0,2
625000.0,3.0,2.0,0.12,California,1464.0,2
1250000.0,2.0,1.0,0.12,California,1423.0,2
600000.0,2.0,1.0,0.18,California,957.0,2
665500.0,4.0,3.0,0.15,California,2580.0,2
4300000.0,3.0,4.0,0.5,California,2582.0,2
699900.0,3.0,2.0,0.16,California,1102.0,2
728888.0,2.0,2.0,2.87,California,1090.0,2
1499000.0,2.0,3.0,9.17,California,1680.0,2
1099888.0,4.0,2.0,0.14,California,1400.0,2
6695000.0,4.0,4.0,0.71,California,3030.0,2
1499000.0,5.0,4.0,0.63,California,3495.0,2
399000.0,2.0,1.0,0.52,California,1652.0,2
649000.0,2.0,2.0,6.58,California,1104.0,2
959000.0,4.0,3.0,0.21,California,1824.0,2
1200000.0,3.0,3.0,0.15,California,2940.0,2
899000.0,3.0,3.0,0.21,California,2414.0,2
519000.0,2.0,2.0,0.15,California,1121.0,2
610000.0,3.0,3.0,0.09,California,980.0,2
409000.0,1.0,1.0,0.02,California,710.0,2
239000.0,2.0,2.0,0.04,California,981.0,2
899000.0,2.0,2.0,0.31,California,1563.0,2
749000.0,3.0,3.0,0.04,California,1768.0,2
249000.0,3.0,2.0,1.0,California,2694.0,2
655000.0,3.0,3.0,0.12,California,1514.0,2
535000.0,4.0,3.0,0.1,California,1881.0,2
699000.0,2.0,3.0,0.03,California,1179.0,2
625900.0,3.0,2.0,10.0,California,2421.0,2
599900.0,2.0,2.0,0.07,California,1055.0,2
625000.0,3.0,3.0,0.07,California,1387.0,2
610000.0,4.0,3.0,0.23,California,2919.0,2
399000.0,2.0,1.0,0.06,California,992.0,2
639000.0,3.0,1.0,0.14,California,1053.0,2
470000.0,4.0,3.0,0.48,California,1712.0,2
399900.0,7.0,4.0,0.17,California,1101.0,2
988000.0,2.0,2.0,0.07,California,1024.0,2
859900.0,5.0,4.0,0.21,California,3913.0,2
775000.0,4.0,2.0,0.17,California,1829.0,2
2898000.0,5.0,4.0,0.33,California,2920.0,2
8250000.0,5.0,7.0,0.85,California,10738.0,2
187000.0,2.0,1.0,0.09,California,838.0,2
384900.0,4.0,3.0,0.3,California,1227.0,2
449000.0,4.0,3.0,0.18,California,1586.0,2
635000.0,4.0,4.0,0.15,California,3404.0,2
310000.0,3.0,1.0,2.19,California,1398.0,2
1250000.0,4.0,3.0,0.11,California,1897.0,2
1699000.0,3.0,3.0,0.05,California,1968.0,2
1499000.0,4.0,3.0,0.25,California,2858.0,2
12500000.0,3.0,5.0,0.26,California,6269.0,2
719000.0,3.0,3.0,0.08,California,1680.0,2
760000.0,4.0,3.0,0.2,California,3113.0,2
699900.0,4.0,3.0,0.29,California,2207.0,2
1529000.0,3.0,4.0,0.21,California,2841.0,2
975000.0,4.0,3.0,0.16,California,3178.0,2
510000.0,2.0,2.0,0.12,California,1170.0,2
999900.0,7.0,4.0,0.17,California,4094.0,2
568500.0,3.0,3.0,0.0,California,1454.0,2
440000.0,3.0,3.0,0.05,California,2188.0,2
469950.0,3.0,2.0,0.19,California,1700.0,2
507788.0,4.0,3.0,0.12,California,1917.0,2
999900.0,4.0,3.0,0.12,California,1690.0,2
410000.0,3.0,2.0,0.1,California,1396.0,2
939000.0,3.0,3.0,0.21,California,1691.0,2
800000.0,4.0,3.0,0.37,California,2676.0,2
999950.0,3.0,2.0,0.16,California,1114.0,2
450000.0,2.0,1.0,5.78,California,1092.0,2
649000.0,4.0,3.0,0.09,California,2311.0,2
899000.0,3.0,2.0,0.09,California,1460.0,2
699900.0,2.0,2.0,0.07,California,1214.0,2
465000.0,4.0,2.0,0.15,California,2022.0,2
489000.0,1.0,1.0,0.17,California,200.0,2
640000.0,4.0,2.0,0.13,California,2040.0,2
270000.0,3.0,2.0,1.67,California,933.0,2
520000.0,4.0,3.0,0.16,California,2012.0,2
199000.0,2.0,1.0,0.03,California,884.0,2
299999.0,1.0,1.0,0.17,California,480.0,2
480000.0,3.0,2.0,0.11,California,1138.0,2
574900.0,3.0,3.0,0.15,California,1773.0,2
649000.0,3.0,1.0,0.11,California,950.0,2
999000.0,3.0,3.0,0.22,California,2010.0,2
1295000.0,3.0,3.0,0.04,California,1649.0,2
502000.0,3.0,2.0,0.13,California,1353.0,2
599000.0,2.0,3.0,0.5,California,1913.0,2
279999.0,4.0,1.0,0.12,California,760.0,2
3500000.0,5.0,4.0,0.46,California,3846.0,2
599900.0,2.0,1.0,0.26,California,1000.0,2
2000000.0,3.0,3.0,0.22,California,2396.0,2
949000.0,4.0,2.0,0.51,California,1658.0,2
499000.0,4.0,2.0,0.2,California,1601.0,2
649000.0,2.0,1.0,0.36,California,848.0,2
465000.0,3.0,2.0,0.22,California,1512.0,2
4250000.0,4.0,4.0,0.16,California,2530.0,2
1888888.0,4.0,2.0,0.33,California,2003.0,2
585000.0,1.0,1.0,0.1,California,587.0,2
1799999.0,7.0,5.0,0.16,California,3996.0,2
549950.0,1.0,1.0,0.95,California,703.0,2
725000.0,2.0,3.0,0.33,California,1227.0,2
1299000.0,3.0,4.0,0.02,California,1591.0,2
665000.0,2.0,1.0,0.05,California,826.0,2
399000.0,3.0,2.0,0.11,California,1416.0,2
1059000.0,4.0,2.0,0.2,California,1407.0,2
479900.0,3.0,1.0,0.08,California,1034.0,2
3299999.0,4.0,5.0,3.98,California,3772.0,2
1300000.0,4.0,3.0,0.07,California,2309.0,2
575000.0,3.0,3.0,0.14,California,1930.0,2
304000.0,3.0,2.0,0.25,California,1732.0,2
798900.0,3.0,2.0,0.17,California,1250.0,2
950000.0,3.0,2.0,0.17,California,2065.0,2
750000.0,4.0,3.0,0.12,California,1974.0,2
710000.0,4.0,2.0,0.17,California,2252.0,2
580000.0,4.0,2.0,0.88,California,1976.0,2
2695000.0,4.0,3.0,0.15,California,2563.0,2
875000.0,4.0,4.0,2.39,California,3073.0,2
490000.0,4.0,2.0,0.19,California,873.0,2
998000.0,3.0,2.0,0.17,California,1480.0,2
430000.0,4.0,2.0,0.33,California,1368.0,2
1298000.0,3.0,1.0,0.07,California,1299.0,2
775000.0,3.0,2.0,0.12,California,1464.0,2
6995000.0,5.0,7.0,0.44,California,8552.0,2
795000.0,5.0,3.0,0.2,California,2847.0,2
1249000.0,3.0,4.0,0.24,California,2035.0,2
2088788.0,3.0,2.0,0.34,California,1525.0,2
799900.0,3.0,2.0,0.14,California,1915.0,2
639000.0,4.0,2.0,0.17,California,1718.0,2
315000.0,3.0,3.0,0.01,California,1473.0,2
679000.0,2.0,1.0,0.11,California,728.0,2
1925000.0,4.0,3.0,0.18,California,2310.0,2
3175000.0,2.0,2.0,0.39,California,1990.0,2
584900.0,2.0,2.0,5.55,California,1070.0,2
720000.0,3.0,2.0,0.08,California,1618.0,2
625000.0,3.0,3.0,0.19,California,1668.0,2
499000.0,4.0,3.0,0.13,California,1730.0,2
3150000.0,4.0,5.0,0.16,California,2694.0,2
1099000.0,3.0,2.0,0.36,California,1585.0,2
400000.0,3.0,1.0,0.53,California,2558.0,2
310000.0,3.0,3.0,0.03,California,1378.0,2
330000.0,3.0,2.0,0.16,California,1327.0,2
1600000.0,3.0,3.0,0.03,California,1890.0,2
193000.0,3.0,2.0,0.18,California,1144.0,2
395000.0,3.0,2.0,0.16,California,1258.0,2
745000.0,3.0,2.0,0.14,California,1841.0,2
595000.0,3.0,3.0,4.89,California,2904.0,2
819000.0,4.0,3.0,0.16,California,2730.0,2
1399999.0,3.0,2.0,0.12,California,1851.0,2
6500000.0,5.0,6.0,0.32,California,5587.0,2
995000.0,5.0,5.0,0.28,California,3545.0,2
399900.0,3.0,2.0,5.2,California,1898.0,2
1999500.0,4.0,4.0,0.3,California,2734.0,2
1400000.0,6.0,4.0,0.13,California,2133.0,2
449000.0,3.0,2.0,0.11,California,1335.0,2
785000.0,3.0,2.0,3.6,California,2239.0,2
1190000.0,5.0,5.0,0.21,California,4126.0,2
179900.0,1.0,1.0,0.01,California,720.0,2
109900.0,2.0,1.0,0.17,California,780.0,2
360000.0,3.0,3.0,0.01,California,1573.0,2
120000.0,1.0,1.0,0.78,California,678.0,2
739000.0,3.0,2.0,0.22,California,2049.0,2
1849000.0,5.0,4.0,0.09,California,3260.0,2
579000.0,2.0,2.0,4.66,California,1027.0,2
564000.0,4.0,2.0,0.17,California,1643.0,2
1099000.0,4.0,3.0,0.18,California,2394.0,2
899000.0,5.0,3.0,2.35,California,3409.0,2
199900.0,2.0,1.0,0.2,California,1216.0,2
699999.0,2.0,11.0,0.71,California,4388.0,2
699000.0,3.0,2.0,16.25,California,2239.0,2
2650000.0,12.0,12.0,0.16,California,5433.0,2
897000.0,4.0,2.0,0.11,California,1722.0,2
1199000.0,3.0,1.0,0.1,California,1030.0,2
640000.0,4.0,2.0,0.13,California,2040.0,2
64000.0,2.0,2.0,0.07,California,1120.0,2
669999.0,3.0,2.0,0.14,California,1529.0,2
8000000.0,32.0,32.0,0.33,California,14200.0,2
998000.0,2.0,1.0,0.26,California,940.0,2
665000.0,3.0,2.0,0.15,California,1278.0,2
760000.0,3.0,2.0,0.5,California,2301.0,2
1249000.0,2.0,3.0,0.83,California,1515.0,2
420000.0,4.0,2.0,0.17,California,1998.0,2
1499000.0,3.0,2.0,0.12,California,1330.0,2
474500.0,3.0,2.0,0.19,California,1755.0,2
1199000.0,4.0,3.0,0.16,California,2714.0,2
738000.0,2.0,3.0,1.67,California,1664.0,2
740000.0,4.0,3.0,0.19,California,2649.0,2
440000.0,2.0,2.0,0.06,California,1347.0,2
849000.0,5.0,3.0,0.14,California,2361.0,2
5650000.0,5.0,6.0,0.07,California,3500.0,2
355500.0,3.0,2.0,0.17,California,1516.0,2
1449000.0,7.0,5.0,0.21,California,2400.0,2
1250000.0,5.0,4.0,4.75,California,2993.0,2
6995000.0,4.0,5.0,0.14,California,4335.0,2
795000.0,6.0,3.0,0.5,California,4000.0,2
419900.0,4.0,2.0,0.31,California,1848.0,2
1499900.0,4.0,3.0,0.16,California,2209.0,2
1488000.0,3.0,3.0,0.13,California,1487.0,2
2499950.0,2.0,2.0,15.53,California,2034.0,2
250000.0,2.0,1.0,0.21,California,900.0,2
885000.0,3.0,3.0,0.43,California,1724.0,2
795000.0,3.0,3.0,0.08,California,1739.0,2
384500.0,2.0,1.0,0.08,California,832.0,2
775000.0,4.0,2.0,0.09,California,1405.0,2
1079000.0,4.0,3.0,0.15,California,2480.0,2
624999.0,3.0,3.0,0.08,California,1730.0,2
899998.0,3.0,2.0,0.14,California,1372.0,2
499000.0,3.0,2.0,0.16,California,1056.0,2
575000.0,4.0,2.0,0.14,California,1125.0,2
1898000.0,3.0,3.0,0.06,California,1869.0,2
899000.0,3.0,3.0,0.11,California,1607.0,2
995900.0,3.0,2.0,0.2,California,1352.0,2
1095000.0,3.0,1.0,0.12,California,1212.0,2
359880.0,3.0,2.0,8.09,California,1352.0,2
370000.0,2.0,1.0,0.17,California,1080.0,2
269900.0,3.0,2.0,0.02,California,1244.0,2
799000.0,3.0,2.0,0.17,California,1095.0,2
769000.0,3.0,1.0,0.11,California,1226.0,2
949000.0,3.0,3.0,22.47,California,2024.0,2
749000.0,5.0,3.0,0.25,California,2972.0,2
1098000.0,4.0,2.0,0.14,California,1848.0,2
725000.0,4.0,2.0,0.14,California,1290.0,2
749000.0,2.0,2.0,0.12,California,1300.0,2
699900.0,5.0,3.0,0.22,California,1879.0,2
1050000.0,5.0,4.0,0.21,California,3262.0,2
749900.0,3.0,3.0,0.26,California,1723.0,2
394900.0,2.0,3.0,0.04,California,1268.0,2
698000.0,3.0,1.0,0.09,California,1080.0,2
1699000.0,2.0,2.0,0.16,California,1652.0,2
1450000.0,3.0,2.0,0.36,California,1857.0,2
1425000.0,4.0,3.0,0.08,California,1900.0,2
409999.0,4.0,2.0,0.19,California,2363.0,2
385000.0,2.0,1.0,0.12,California,927.0,2
605000.0,4.0,4.0,0.25,California,2982.0,2
649900.0,2.0,3.0,1.0,California,1230.0,2
799000.0,5.0,4.0,0.2,California,2800.0,2
659900.0,4.0,3.0,0.24,California,2578.0,2
550000.0,3.0,2.0,0.11,California,1500.0,2
1695000.0,4.0,3.0,0.24,California,2396.0,2
1175000.0,4.0,3.0,0.17,California,2400.0,2
1299900.0,4.0,3.0,0.31,California,2297.0,2
1400000.0,3.0,2.0,0.15,California,1212.0,2
369900.0,2.0,2.0,0.18,California,1104.0,2
2249900.0,4.0,3.0,0.18,California,2528.0,2
1150000.0,4.0,4.0,1.94,California,3510.0,2
2395000.0,4.0,3.0,0.56,California,3242.0,2
559000.0,3.0,3.0,0.06,California,1836.0,2
590900.0,2.0,1.0,4.55,California,816.0,2
849000.0,4.0,2.0,0.12,California,2612.0,2
570000.0,2.0,2.0,0.43,California,1031.0,2
599000.0,2.0,1.0,0.37,California,1012.0,2
1349900.0,4.0,4.0,0.51,California,4070.0,2
549000.0,4.0,2.0,0.17,California,1710.0,2
456000.0,3.0,2.0,0.12,California,1446.0,2
389000.0,3.0,2.0,0.14,California,1606.0,2
699000.0,3.0,1.0,1.0,California,1100.0,2
699000.0,6.0,5.0,0.08,California,2176.0,2
568000.0,4.0,2.0,0.04,California,1568.0,2
2158000.0,5.0,5.0,0.29,California,3933.0,2
1325000.0,3.0,3.0,0.16,California,2081.0,2
735900.0,4.0,3.0,0.14,California,1918.0,2
1199000.0,3.0,3.0,1.96,California,1932.0,2
770000.0,3.0,3.0,5358.0,California,1874.0,2
1375000.0,4.0,3.0,0.17,California,2719.0,2
150000.0,1.0,1.0,0.11,California,480.0,2
619900.0,3.0,3.0,0.43,California,2580.0,2
1450000.0,2.0,3.0,0.18,California,1900.0,2
780000.0,4.0,2.0,0.15,California,1375.0,2
749000.0,1.0,1.0,0.41,California,486.0,2
1300000.0,2.0,3.0,27.59,California,986.0,2
450000.0,2.0,1.0,0.43,California,879.0,2
899888.0,3.0,1.0,0.06,California,1115.0,2
485000.0,3.0,2.0,0.17,California,1471.0,2
1650000.0,4.0,3.0,0.22,California,2356.0,2
650000.0,2.0,1.0,0.12,California,952.0,2
2999999.0,3.0,2.0,0.28,California,2176.0,2
679000.0,3.0,2.0,0.11,California,1780.0,2
1249000.0,3.0,3.0,0.06,California,1532.0,2
1829000.0,5.0,3.0,0.21,California,3270.0,2
599000.0,4.0,2.0,0.16,California,1744.0,2
689000.0,2.0,2.0,0.06,California,1134.0,2
375000.0,3.0,3.0,0.09,California,1541.0,2
380000.0,6.0,4.0,0.36,California,2700.0,2
675000.0,6.0,4.0,0.14,California,3164.0,2
380000.0,1.0,1.0,12.7,California,910.0,2
405000.0,2.0,2.0,0.0,California,1633.0,2
1250000.0,4.0,4.0,0.29,California,3120.0,2
670000.0,4.0,2.0,0.19,California,1456.0,2
558000.0,3.0,2.0,0.08,California,1427.0,2
968000.0,4.0,2.0,0.13,California,1716.0,2
14995000.0,6.0,9.0,0.98,California,9246.0,2
729999.0,4.0,2.0,0.17,California,1378.0,2
205000.0,2.0,2.0,0.03,California,1078.0,2
490000.0,4.0,4.0,0.17,California,2015.0,2
285000.0,2.0,2.0,0.1,California,928.0,2
650000.0,1.0,1.0,10.13,California,1152.0,2
1249000.0,3.0,3.0,0.04,California,1487.0,2
1200000.0,4.0,3.0,20.0,California,2700.0,2
609000.0,3.0,2.0,0.21,California,1656.0,2
599500.0,3.0,2.0,0.3,California,2166.0,2
489000.0,3.0,2.0,0.17,California,1687.0,2
899000.0,3.0,2.0,0.13,California,1370.0,2
424900.0,2.0,2.0,0.12,California,1295.0,2
590000.0,3.0,3.0,0.01,California,1734.0,2
259900.0,2.0,1.0,0.17,California,1212.0,2
549999.0,2.0,1.0,0.1,California,856.0,2
1995000.0,3.0,3.0,0.1,California,2872.0,2
549000.0,3.0,2.0,0.03,California,1440.0,2
495000.0,3.0,1.0,0.14,California,1581.0,2
549900.0,4.0,3.0,0.16,California,2739.0,2
559000.0,3.0,2.0,0.13,California,1313.0,2
805000.0,2.0,1.0,0.11,California,1007.0,2
760000.0,4.0,3.0,0.16,California,2267.0,2
490000.0,2.0,1.0,0.1,California,817.0,2
465000.0,3.0,2.0,0.03,California,1459.0,2
759000.0,3.0,2.0,0.12,California,1474.0,2
289900.0,3.0,1.0,0.41,California,996.0,2
470000.0,3.0,2.0,0.17,California,1196.0,2
249900.0,2.0,2.0,0.02,California,1009.0,2
875000.0,4.0,2.0,0.5,California,2157.0,2
493800.0,4.0,2.0,0.18,California,1789.0,2
2498000.0,4.0,3.0,0.17,California,2611.0,2
650000.0,2.0,2.0,0.15,California,1402.0,2
515000.0,1.0,1.0,1.93,California,640.0,2
2149000.0,2.0,2.0,0.17,California,1167.0,2
1399000.0,4.0,3.0,0.19,California,2098.0,2
3999000.0,5.0,4.0,0.18,California,3924.0,2
1899000.0,3.0,2.0,0.1,California,2550.0,2
3498000.0,5.0,5.0,0.24,California,3717.0,2
595000.0,4.0,3.0,0.2,California,2286.0,2
594000.0,2.0,2.0,7.16,California,1050.0,2
565000.0,1.0,1.0,0.16,California,742.0,2
675000.0,3.0,2.0,0.14,California,1372.0,2
1475000.0,3.0,5.0,0.32,California,3250.0,2
550000.0,2.0,3.0,0.65,California,1295.0,2
469900.0,4.0,2.0,0.18,California,1415.0,2
390000.0,2.0,2.0,0.1,California,936.0,2
2799000.0,5.0,5.0,0.28,California,3736.0,2
580000.0,2.0,3.0,0.3,California,2842.0,2
878000.0,2.0,1.0,0.15,California,810.0,2
699000.0,3.0,3.0,0.25,California,1865.0,2
4500000.0,5.0,8.0,20.0,California,5934.0,2
479000.0,3.0,2.0,0.15,California,1465.0,2
859900.0,4.0,2.0,0.12,California,1419.0,2
1799000.0,5.0,4.0,0.12,California,3300.0,2
209900.0,2.0,1.0,0.12,California,696.0,2
665000.0,3.0,2.0,0.17,California,1773.0,2
2999000.0,6.0,5.0,0.34,California,4079.0,2
4250000.0,4.0,3.0,1.03,California,2332.0,2
935000.0,2.0,3.0,0.27,California,1525.0,2
4550000.0,4.0,6.0,0.62,California,4960.0,2
879000.0,3.0,2.0,0.17,California,1475.0,2
660000.0,4.0,2.0,0.55,California,1729.0,2
3545000.0,4.0,4.0,0.26,California,4434.0,2
899900.0,2.0,1.0,2.5,California,1207.0,2
345000.0,3.0,2.0,0.24,California,1774.0,2
649900.0,3.0,3.0,0.41,California,2406.0,2
849900.0,3.0,2.0,0.16,California,1814.0,2
1097000.0,2.0,3.0,3.2,California,1582.0,2
469000.0,1.0,1.0,11.23,California,400.0,2
440000.0,1.0,1.0,0.01,California,525.0,2
925000.0,4.0,3.0,0.18,California,2058.0,2
7950000.0,4.0,5.0,0.28,California,3621.0,2
585000.0,3.0,2.0,0.11,California,1144.0,2
549000.0,2.0,2.0,1.01,California,926.0,2
395000.0,3.0,2.0,2.27,California,1997.0,2
375000.0,3.0,2.0,0.19,California,1380.0,2
410000.0,2.0,2.0,0.25,California,1780.0,2
775000.0,3.0,2.0,0.12,California,1120.0,2
1449990.0,3.0,3.0,0.07,California,1719.0,2
1275000.0,4.0,3.0,0.11,California,1793.0,2
539900.0,3.0,3.0,0.13,California,1641.0,2
399000.0,2.0,3.0,0.04,California,1258.0,2
905000.0,5.0,3.0,0.21,California,3835.0,2
310000.0,2.0,2.0,0.03,California,1000.0,2
419900.0,2.0,2.0,1.34,California,864.0,2
779000.0,4.0,2.0,0.18,California,2032.0,2
235000.0,2.0,1.0,0.12,California,844.0,2
1249000.0,4.0,2.0,0.17,California,2024.0,2
696000.0,3.0,2.0,0.17,California,1288.0,2
850000.0,2.0,1.0,0.14,California,920.0,2
830000.0,5.0,3.0,0.12,California,2301.0,2
599950.0,2.0,1.0,0.18,California,1068.0,2
1490000.0,3.0,2.0,0.08,California,1567.0,2
635000.0,3.0,3.0,1.79,California,1500.0,2
1125000.0,3.0,3.0,0.2,California,2333.0,2
559990.0,5.0,3.0,0.12,California,2540.0,2
950000.0,4.0,2.0,0.17,California,1307.0,2
1900000.0,4.0,3.0,1.15,California,2649.0,2
1299000.0,5.0,5.0,0.34,California,3782.0,2
1095000.0,3.0,3.0,0.18,California,1542.0,2
2999999.0,2.0,2.0,0.04,California,972.0,2
185000.0,2.0,2.0,0.12,California,1440.0,2
2599000.0,4.0,3.0,1.15,California,3652.0,2
699000.0,3.0,2.0,0.13,California,1748.0,2
595000.0,3.0,2.0,0.14,California,1120.0,2
400000.0,3.0,2.0,0.2,California,1064.0,2
4157800.0,5.0,3.0,0.7,California,4162.0,2
1100000.0,6.0,5.0,0.21,California,3025.0,2
875000.0,3.0,2.0,0.08,California,1152.0,2
585000.0,3.0,2.0,0.14,California,1420.0,2
3150000.0,3.0,3.0,0.4,California,3000.0,2
419900.0,4.0,2.0,0.49,California,1840.0,2
750000.0,3.0,2.0,0.15,California,1177.0,2
1180000.0,2.0,1.0,0.14,California,650.0,2
995888.0,5.0,3.0,0.1,California,2450.0,2
535000.0,3.0,2.0,0.11,California,1205.0,2
699000.0,2.0,2.0,0.36,California,1198.0,2
465000.0,4.0,3.0,0.14,California,2280.0,2
389900.0,2.0,3.0,0.12,California,1452.0,2
699000.0,2.0,1.0,0.13,California,1164.0,2
525000.0,3.0,2.0,0.23,California,1962.0,2
750000.0,4.0,3.0,0.12,California,1390.0,2
499000.0,3.0,3.0,0.19,California,1502.0,2
995000.0,2.0,2.0,0.87,California,1263.0,2
1299000.0,3.0,3.0,0.05,California,1680.0,2
1550000.0,4.0,5.0,0.35,California,3139.0,2
499999.0,4.0,3.0,0.16,California,1458.0,2
1500000.0,3.0,2.0,0.14,California,1622.0,2
939000.0,4.0,3.0,3.03,California,3081.0,2
800000.0,2.0,2.0,0.23,California,1493.0,2
489000.0,4.0,3.0,0.19,California,2360.0,2
249900.0,4.0,2.0,0.17,California,1260.0,2
329000.0,1.0,1.0,0.34,California,574.0,2
810000.0,3.0,3.0,0.23,California,1781.0,2
365000.0,2.0,2.0,0.23,California,750.0,2
1100000.0,3.0,2.0,0.25,California,1323.0,2
399000.0,3.0,3.0,0.02,Florida,1961.0,3
359000.0,4.0,2.0,0.25,Florida,1636.0,3
789900.0,5.0,4.0,0.17,Florida,3531.0,3
389000.0,3.0,2.0,0.26,Florida,1718.0,3
949900.0,4.0,4.0,0.23,Florida,3158.0,3
329000.0,2.0,2.0,0.18,Florida,1295.0,3
439999.0,4.0,2.0,0.31,Florida,2188.0,3
299000.0,2.0,2.0,0.03,Florida,964.0,3
259000.0,3.0,3.0,0.08,Florida,1824.0,3
150000.0,2.0,2.0,0.05,Florida,907.0,3
264900.0,3.0,2.0,0.14,Florida,1281.0,3
274900.0,3.0,2.0,0.08,Florida,1119.0,3
300000.0,3.0,3.0,0.06,Florida,1775.0,3
660000.0,4.0,3.0,0.23,Florida,2256.0,3
285000.0,2.0,2.0,0.1,Florida,1142.0,3
360000.0,4.0,3.0,0.38,Florida,1480.0,3
300000.0,3.0,2.0,0.23,Florida,1562.0,3
68000.0,2.0,1.0,0.12,Florida,720.0,3
675000.0,4.0,3.0,0.17,Florida,2051.0,3
2550000.0,5.0,5.0,1.01,Florida,4191.0,3
315000.0,3.0,2.0,0.1,Florida,1396.0,3
288000.0,4.0,2.0,0.15,Florida,1923.0,3
1647000.0,4.0,4.0,1.03,Florida,3709.0,3
1100000.0,4.0,3.0,0.19,Florida,3044.0,3
649900.0,4.0,3.0,0.19,Florida,2742.0,3
239900.0,2.0,2.0,0.18,Florida,1322.0,3
1999995.0,5.0,6.0,1.57,Florida,5149.0,3
89900.0,2.0,1.0,0.13,Florida,932.0,3
445506.0,4.0,3.0,0.75,Florida,2916.0,3
499900.0,4.0,3.0,0.06,Florida,2447.0,3
349900.0,4.0,3.0,0.13,Florida,1808.0,3
235000.0,2.0,2.0,0.21,Florida,1302.0,3
3650000.0,5.0,5.0,0.23,Florida,2883.0,3
280000.0,2.0,1.0,0.02,Florida,1134.0,3
550000.0,5.0,3.0,2.25,Florida,3387.0,3
339000.0,3.0,2.0,0.57,Florida,1648.0,3
99900.0,2.0,2.0,0.12,Florida,784.0,3
225000.0,3.0,2.0,5.0,Florida,1782.0,3
269900.0,3.0,2.0,0.12,Florida,1256.0,3
359982.0,3.0,2.0,0.14,Florida,1805.0,3
285000.0,3.0,2.0,0.19,Florida,1309.0,3
92000.0,1.0,1.0,0.14,Florida,736.0,3
959000.0,4.0,4.0,0.42,Florida,3922.0,3
430000.0,4.0,3.0,0.27,Florida,2489.0,3
33000000.0,6.0,9.0,0.48,Florida,8945.0,3
1390000.0,4.0,4.0,0.18,Florida,3265.0,3
374900.0,3.0,2.0,0.14,Florida,1690.0,3
324900.0,3.0,2.0,0.33,Florida,1882.0,3
339900.0,3.0,2.0,0.41,Florida,1616.0,3
1199000.0,3.0,2.0,0.39,Florida,2123.0,3
345000.0,3.0,2.0,0.63,Florida,1512.0,3
989000.0,4.0,3.0,0.16,Florida,2224.0,3
410100.0,4.0,2.0,0.23,Florida,2330.0,3
454900.0,4.0,4.0,0.1,Florida,2384.0,3
450000.0,3.0,2.0,0.16,Florida,1645.0,3
365000.0,3.0,2.0,0.23,Florida,1355.0,3
420000.0,4.0,2.0,0.51,Florida,2574.0,3
350000.0,2.0,2.0,0.15,Florida,1315.0,3
